no,2.80,0.00
no,6.69,0.00 
no,6.06,0.00
no,3.80,0.00
no,2.84,0.00 
no,2.53,0.00
no,2.59,0.00
no,2.55,0.00
no,6.76,0.00
no,3.80,0.00
no,2.24,0.00 
no,5.43,0.00
no,2.6,0.00
no,2.75,0.00
no,6.86,0.00
no,3.80,0.00
no,4.44,0.00 
no,2.63,0.00
no,3.79,0.00 

